created_on,content
2022-02-10T09:50:11.603Z,saleh act was his islamic duty implementation of a moslim man duty and emphasizing the idea that islam is religion of peace the duty of showing compassion speading love and sweetness hince it was eid celebration
2020-07-15T13:49:51.112Z,lol nfl got that nigga the fuck out of here bum ass dirty ass nigga
2020-07-13T06:55:50.495Z,fell outta love and found a boss bitch
2021-05-01T04:06:41.397Z,trump should not judge women by their appearance they said about a man who formerly owned a multimillion dollar international company based around judging women by their appearance and only marries supermodels
2021-02-28T12:30:40.431Z,god will not bless the republican party who bans christians including queers is tolerance banning christians is sin cpac is no longer christian
2020-11-08T15:17:03.650Z,niggers going to nig
2021-08-18T04:03:15.481Z,he claimed to be a pineapple nigger in the interview he did with anime right news and in accordance with the guidelines set out by stormfront i am inclined to believe him
2022-04-13T20:02:07.054Z,you must be a faggot a kike or both fuck off back to twitter you fragile cocksucker
2021-12-15T15:43:31.598Z,i like women because they are soft and pretty and they smell nice even though they are robots
2021-04-07T01:07:08.419Z,senate sleazebag chuck schumer d ny has declared restricting voting to only americans as an exercise in racism everything that protects america from conquest such as immigration laws vetting of refugees and voter ids is racist to corrupt chuck
2020-12-03T14:41:36.934Z,because fuck sargon remember what these little niglets grow in to hahahahaha
2021-09-07T17:51:18.741Z,it always broke dirty looking itches that talk the most shit go sit ur dirty po white trash lookin ass down tf
2021-10-09T02:40:49.575Z,no we can fuck as many white bitches as we want just do not wife one
2021-08-19T08:52:55.335Z,the house negro is always the first to defend the master is the white dic that good
2020-08-06T05:07:59.766Z,she switching like faggots
2021-01-10T04:49:06.794Z,first of all changkyun has dumb bitch energy and thotty bitch energy
2020-06-09T02:46:17.968Z,there are plenty not all are as public but many ppl of all races gay ppl etc are becoming red pilled these days
2021-07-29T17:27:33.252Z,that because you never voted in a muzzo nigger before
2021-07-24T19:56:09.522Z,this should be used only on pakis that have been caught being against russia and russians in the mafia or gang and rapist so on
2021-06-02T01:28:04.928Z,terrorism is unlawful violence against civilians for political aims so like radical islamists killing people in the name of allah white nationalist killing people of color to maintain majority cartels killing locals to enforce law or america invading iraq on bullshit claims
2021-06-15T23:01:08.201Z,their white helmets white helmets military propaganda arm of allies attempt at regime change destabilizing syria exactly causing refugee of europe migrant crisis in first place white helmets not need our hard earned cash it is well funded by george soros organizations
2021-07-27T18:40:40.539Z,can not trust these bitches they scandalous
2021-07-11T23:20:08.347Z,defending sand niggers you should visit iran and see how they treat whites seeing islam implode takes priority over re muh joz
2020-08-16T07:31:59.882Z,must engage with kurdish people they r facing genocide in the hand of jihadi we must support because of a separate kurdistan by dividing turkey eastern region
2020-07-06T18:59:19.788Z,what i would not give for the days when a man wanted to touch my knee one day you will be old and haggard and no one gives you a second look enjoy the harassment while it lasts there nothing more uplifting than a good wolf whistle
2021-06-30T20:21:05.236Z,eat shit nazi
2020-05-09T16:27:02.214Z,people who never planned to vote conservative want kellieleitch to withdraw from the conservativeparty leadership race because she wants to ensure that immigrants to canada do not hold barbaric values so that they do not massacre people like what happened in the quebeccitymosqueattack got it
2021-03-02T15:22:07.825Z,we should all send thank you notes to wikileaks and all the others that saved us from a drunken evil perverted psycho bitch finishing up the destruction that obamination started
2021-10-16T07:27:49.381Z,one hell of a nigger picnic
2020-09-24T17:11:44.457Z,i am sorry i literally be forgetting to send you my pictures because i literally keep them for myself so ghetto
2021-07-17T05:59:06.362Z,my god but i am an opinionated bitch today but just sayin chelsea has rather redeemed herself lately hats off to her thought she was a worm but she turned
2021-03-02T06:55:16.023Z,but that not an exclusive ace issue that a rape issue that like claiming straight white able bodied rich men are systematically oppressed because they can be raped anybody can be raped rapists do not care who you are they just want to rape
2021-03-13T07:03:09.158Z,okay what the deal with women and goodbye sex
2020-11-29T02:32:56.645Z,since jews have tried to exterminate white it seems only right that every single jewish girl have a nigger for her first night those who say they are jews and are not but do lie and are the synagogue of satan
2021-01-19T13:17:01.046Z,indeed i was called a racist for opposing migration the idiots could not see that there are loads of non racial reasons to oppose unrestrained migration i shut them up by saying i would rather qualified non white doctors were admitted to the uk than white unskilled benefit seekers
2021-08-28T08:31:01.938Z,let test this free speech goatfucker muslims are idiots but they still have a better view of women than sjw shitfaces and feminists waits for ban
2020-12-14T02:50:19.094Z,bs the facts are thousands of children have been raped over the last years while most politicians police councillors and social services allowed it to happen what of your facts do you think i should care about i care about children and truth
2021-09-14T12:30:19.790Z,a white person
2021-08-25T06:51:24.529Z,i am sick of a white country not killing niggers jews in the damn streets
2021-07-25T13:08:26.198Z,so you are an illegal immigrant that got amnesty
2022-04-24T11:02:04.521Z,for all the taxes they take out of my paycheck the least they could do is send me a picture of the ghetto family i am supporting to hang on my fridge
2021-04-16T20:51:27.351Z,maybe canada could be more like italy islam non existent no public money tax write offs
2021-08-07T11:39:45.154Z,how do i keep waking up single lol the ghetto
2021-06-29T06:42:24.916Z,if this soy trend continues women are going to need ai penises capable of producing sperm with aryan dna as much as mgtow men are wishing for ai wombs
2020-06-24T03:06:39.458Z,fuck muslim immigrants when the shit finally hits the fan the muslim immigrants will run from our country i bet you that
2022-04-23T07:04:44.238Z,he will probably be too busy selling his undies to nazis on ebay
2020-10-11T05:27:11.182Z,you can gather a list of female poc queer brewery representatives you feel they should call on there are many fellow brewers and industry folk out there who advocate for equality in craft brewing let us make our voices louder together
2022-03-30T19:59:43.817Z,someone she has not muted should really point out to ion that sinead is a proud mudshark and kikelover
2021-02-21T18:00:00.907Z,i get on twitter just talk shit about you because you a scary ass hoe amp i want your head hoe but i am off this shit good night
2020-09-12T08:28:32.399Z,no she a ghettocrat slave bitch that needs to die
2020-10-26T04:38:30.947Z,good morning to all the women
2020-07-21T11:53:31.043Z,mentally retarded
2020-09-29T22:17:29.551Z,free speech my ass it was terrorism and the incitement of violence say it name radicalwhiteterrorism
2021-03-25T22:52:12.957Z,i am happy once the last kike hangs from a tree
2021-09-28T06:26:09.954Z,questions would the black guy do the same to another black guy would the paki do the same to another paki would the white guy do the same to a non white no no yes and that america
2021-04-13T11:22:37.281Z,go back to your vox cave you gigantic faggot
2021-01-08T08:02:55.493Z,i never asked if you were joining the twp i asked if you believe in the concept of innocent until proven guilty you fucking retarded boer
2021-07-31T07:42:14.335Z,meeting irene was probably the best thing ever in life i love that bitch my dog forsure
2022-02-22T20:22:43.434Z,iran has the n biggest community in middle east muslims protexted jews in ww2
2021-08-06T21:44:48.145Z,commuting this guy sentence is anti semitic dimensional chess by sparing one jew a few years in prison he got the photograph of this greasy yarmulke wearing yid named sholom rubashkin at the top of every news website on the planet as the face of illegal immigrant related criminality
2021-04-07T06:49:28.461Z,i like where your going with this i mean let us call a spade a spade shall we she a fuckin nigger
2020-11-25T07:00:10.267Z,seconds on the clock the white race is dying do you a get stable income have a large family b get on gab and get really pissed at random people while posting nazi propaganda
2021-04-22T20:33:02.127Z,you kno i love a slut
2020-09-21T13:57:03.915Z,i love this hashtag so much muslimsforshawn
2020-07-31T17:36:43.122Z,god i fucking hate flynn stupid fucking idiot faggot i hate him i hate him i hate him
2021-06-06T09:55:30.685Z,when your dad almost calls you a faggot haha
2021-06-17T08:15:25.961Z,let us go work out there with the white bitches
2021-01-03T11:48:58.935Z,prove it faggot
2021-12-19T11:28:27.854Z,says the gay nazi we know you do not like women but do not spoil it for the rest of us go back to your hitler youth circle jerk faggot maybe you will get a reach around tonight
2021-01-27T03:06:12.726Z,kill yourself faggot
2020-06-13T07:37:41.325Z,they switch up like faggots
2022-01-16T13:43:08.691Z,larxene is out here serving looks in kh3 and fuck dude i sure am a lesbian
2021-12-17T17:02:50.026Z,jesus is gay bt he the good kind of gay not like them fucking gay ponies
2022-04-30T23:43:10.103Z,i disagree before the british started to hire arab mercenaries to attack jewish villages arabs and jews got along fairly well jews fought in saladin army and modern kurds are mostly friendly with jews in the roman times the idumeans fought alongside the jewish anti roman militia
2021-03-27T05:05:46.479Z,amusing to think that white people will never be given a referendum on expelling the jews from our nations when you think about things in such terms it becomes abundantly clear that we are expected by our governments to suffer jewish parasitism without the right to defend ourselves
2022-02-21T17:32:00.183Z,at this point i think you re just looking for an excuse to look at more gay porn
2020-07-25T02:12:04.256Z,why are so many non jews celebrating when so many israeli jews support and back the influx of migrants into europe and north america it some sort of victory for jews but how is it a victory for non jews why would i give a rat ass
2020-09-23T20:12:38.341Z,evwimena says at what thought process do you expect from a socialist snowflake dyke she has the support of the not sure if we are sitters or pointers restroom users when the ob delivered this young person the doc told her mom she has a beautiful girl
2021-06-12T09:44:52.829Z,dude same when they brought in the stand your ground law i was nervous that another white would be off the hook the things they are going to do to that bitch she deserves every bit
2021-06-16T03:47:45.416Z,new testament do you even read any idea why christian women cover their hair until but i say unto you that whosoever looketh on a woman to lust after her hath committed adultery with her already in his heart matthew yes this applies to dispensationalists
2021-07-11T01:15:16.552Z,seriously how it is they usually want the office to be hot along with all the brown people us white men like our ac bc we actually work absolute state of the modern workplace
2022-01-11T00:16:14.104Z,and it important to tell them i love me a good queer story with a happy ending but i also love me a realistic story portraying childhood trauma and internal homophobia god
2021-08-21T09:26:48.488Z,and black women muzzee wetback statues being erected
2020-12-01T20:17:32.958Z,good riddance ml nigger was a filthy communist
2021-10-04T23:22:13.058Z,getting compliments from women hit different
2020-11-17T19:15:26.632Z,lmao wow they really do not allow you to go around calling people kike on twitter anymore lmfao banned again
2022-04-05T13:53:55.598Z,po hustling ass hoe
2022-01-11T03:49:58.685Z,good this is not a shithole country it should remain white and all the shit stains should be told the truth you were imported in to ruin the country that was your role
2020-08-20T13:29:50.507Z,he a fucking pot smoking ass snitch molestor rapists and he looks like a fucking bitch and fucking little white boy that does not have shit up a desire to cry about everything what a fucking little faggot he wasn t ever worth shit
2021-10-09T03:09:41.461Z,such a bad meme are you not able to come up with anything better the only ones i see using it are you and that retard husband of yours
2020-05-20T01:27:06.308Z,real niggers would be way worse pit bulls are only prone to violence they do not steal all of your stuff and butt rape you like actual niggers do when it comes to pit bulls i just think they need some stricter regulations on their ownership
2022-01-29T12:59:56.622Z,fuck you you bitch ass nigger cunt i hate black niggers
2020-09-30T18:01:51.955Z,this pos is a jihadi waging jihad is it not obvious by now
2020-10-19T19:52:10.030Z,keverc hours ago hey george i hope you enjoy hell you evil piece of shit we all know you got rich off of stealing the wealth of countless jews you helped sent to the camps for extermination
2021-05-16T18:31:02.218Z,queers dykes trannies run that town it was a fun place to hang out back in the no longer hope the forecast big one gets it
2021-04-16T19:10:32.863Z,luckily this kike has never lived under nazi rule and definitely never lived under communist rule both hate kikes for the sand niggers they are
2020-10-14T11:39:14.026Z,i do not care about hitler because i care about western people hitler allows millions of jews to pose as neonazis to cuck millions of gentiles from rebelling against jews for fear of being called a nazi
2020-08-01T04:13:08.596Z,remeber when you could say retard faggot and nigger as a joke and no one would get upset good times
2021-12-11T23:38:50.150Z,tlc needs to do a better job screening these people pos laura should not have been on the show she was here illegally not to mention she owes child support for one of her kids and sucks in bed per her ex husband real trailer trash day fiance
2021-04-05T22:44:38.492Z,do not forget we are no longer allowed to call anyone illegal aliens when in ny
2020-10-02T17:20:09.191Z,i was with it till i read the article and they put the spic ate tacos shoved down his throat he dead and a bunch of wasted tacos that will never be digested are just sitting in his stomach thanks tucker
2021-05-23T12:46:54.247Z,lara confirmed ugly bitch with several physical and mental deformities all of which i can prove you worthless menstrual pad your mind and energy is evil and dark and you are full of shit your data is useless even the fancy boys reject you
2020-08-25T02:53:59.312Z,now for the rest of them in hollywood who have raped and abused
2020-09-28T07:41:53.302Z,if slavery went on a little longer america would probably have super niggers
2021-05-04T17:24:00.532Z,this whole thread is chock full of white folks i am i have been eating kale my whole life my grandma grew kale and collards in her garden of course we never ate it raw bc that wasn t a thing you all do not like it bc you do not really know it
2020-11-07T10:14:37.191Z,the absolute lunacy of sand nigger politicians in europe banning those of european descent from entering parts of europe puh leez trump belongs in london more than sadiq khan
2021-04-27T05:32:29.356Z,she a raghead either way
2022-02-26T12:43:14.905Z,my dad such a bitch in so many ways i hope he gets his one day for all the shit he put me through
2022-01-15T06:11:38.216Z,pepsi has mudslime at the head and supports massive amnesty too
2020-07-30T04:00:15.175Z,yeehaw nigger free days
2022-04-13T19:18:19.332Z,spin the wheel of sexual harassment folks who will it be next and for what crime mccain violation of the logan act podesta for the evil that he is clinton of course but pick your fucking poison
2020-10-17T11:11:02.717Z,handle my light work and put this retard in its place
2021-06-04T23:07:50.695Z,greg susan frank rodrick and manny heffley are all jews
2021-09-30T03:14:16.211Z,i was suspended by twitter i am done with them since i am a refugee from a communist country i strongly oppose speech censorship as well as other people trying to curtail my rights on the basis of my political opinions
2022-03-03T07:21:31.338Z,but imma have to get ghetto and start picking from the medsci building
2021-01-17T10:28:16.523Z,i wasn t born yesterday kike when i infiltrated the nuis on kikebook in they had dozens of its not the jews its the zionists fake palestinian groups to fool the goyim get gassed kike
2020-06-17T09:07:18.437Z,its also how redguards are a vague brown race like all poc are like homogenous sad we can not have latinos
2022-03-25T17:33:31.246Z,they also apologized to best korea for ever doubting that midget asians could win against can notada
2021-05-25T00:42:26.855Z,these niggas be so weird out young and old do not know how to approach a female
2021-06-03T05:51:08.615Z,abortion is never going b accepted by the majority of people since women bear the burden of carrying a child the respons falls on her b more responsible if you are not married do not have sex if you can not afford birth control
2020-09-22T05:57:49.812Z,lofuckenl i am not fucken with these niggers today
2021-02-19T12:19:40.680Z,i can post the nigger word as much as i want here lol
2020-06-25T21:43:12.550Z,yes you can be a bigoted racist homophobic pile of redundant protoplasm and others will gladly show your terrible ass the door
2021-08-09T04:29:30.508Z,there really a time and a place for everything this is just ghetto
2022-01-23T01:57:08.060Z,de nigger shagger been on my shitlist for a long long time
2020-11-11T23:10:08.986Z,still retarded and annoying lol
2021-08-22T11:48:52.129Z,leftist judge protects ghetto vandalism typical
2022-04-22T05:07:42.853Z,the trump admin should fight the th circuit decision on the refugee ban all the way to the supreme court but it needs to simultaneously move forward with other agenda items they should not get bogged down
2021-02-25T12:12:59.533Z,hollywood does not want to know a fucking thing about this crime unless the nigger is acquitted
2021-04-18T01:33:49.560Z,black history month on african american oj simpson brutally murdered mudshark nicole simpson and jew ronald goldman a black jury acquitted him and black america rejoiced
2021-06-14T08:16:05.123Z,whew i hate it here america is so ghetto right now
2021-03-18T15:14:41.399Z,also what kind of self respecting redneck woman from the south dreams of getting naked in hollywood movies
2020-06-14T00:40:31.640Z,he a fucking faggy kike oh yeah bill mitchell got it as well he turned on the alt right yesterday as well saying white genocide and jq were conspiracy theories
2020-12-21T17:23:53.491Z,drew brees got hoed
2022-03-20T21:12:52.947Z,first thing white ppl tend to say to me after they did some usual self entitled bs is i hope you do not mind but i went ahead and yes sophie i do fucking mind do not try and save grace with your fake smile now i hate you lol
2022-03-13T03:23:51.416Z,i worked in puerto rico for the navy on off ten years mixing hispanic with black gives you exactly the sort of low agency iq barrio ghetto chaotic gibsmedat shit show you would expect
2022-03-27T10:13:55.541Z,tag that idiot she did not even see the quoted tweet aa gayi baat karne bedimaag besharam
2021-03-06T23:58:28.869Z,i do not mean to be rude but i hope you get sentenced to death by lethal injection and then it gets commuted to life in prison so that you can get assraped by blacks in prison every day for years and then you die hail victory
2022-02-12T12:45:15.353Z,no islam is another anti racialist universalism promoting endless retard level violence jews just use you sand niggers as they use jungle niggers to destroy what they actually fear the white race
2021-07-15T04:43:14.553Z,cultural marxism maintains that all human behaviour is a result of culture not heredity race and thus malleable cultural marxism seeks the takeover of education mainstream christianity the law finance and the annihilation of western civilization in general and white people in particular
2021-09-27T01:45:07.412Z,nordic countries have disturbingly high levels of muslim immigration
2022-02-18T17:57:25.594Z,yeah she ghetto but her vibe is graceful and golden
2021-12-17T08:14:10.046Z,only fuckin faggots hack people to keep them out of job and money for a few years
2020-12-08T20:45:06.785Z,no because the nigger word should only be used by blax when whites use it they should be killed
2021-10-29T12:06:44.116Z,matt you are probably arguing with a kike they are what they accuse others of its a waste of time
2021-10-26T14:11:46.743Z,i was horrified by saudi arabia ban on women driving until ohio gov kasich enriched my local community with muslim refugees now i understand speakfreely
2020-11-30T12:53:49.573Z,purple haired dyke fascism please stop this meme
2021-10-25T20:52:07.620Z,i wish i was born as a simple field mouse and not this terribly medicated erratic all consuming homosexual trapped in a capitalist society
2020-11-15T00:41:12.153Z,not this bitch
2021-09-13T14:24:36.643Z,until your child gets murdered by an illegal immigrant buildthewall
2021-10-27T11:22:09.695Z,waiting for the day i m not working and a white hoe talk to me crazy because i ma beat her ass
2021-05-14T08:54:21.462Z,everything on here is for the audience to be educated on things they may not have known before you are just the poor hapless retarded boomer that happened to come up in my feed droning on like you all do
2020-05-26T11:10:56.197Z,all fags justify their debauchery with drunkenness in vancouver canada gay neighborhood nd largest in na to san fran there are more aa meetings than you can shake a stick at no pun intended
2020-06-07T07:23:26.662Z,being told by a straight white sketch instructor that my content was too gay too muslim when only one sketch was about a gay person and none were about muslims yum happy tuesday to my qpoc comedy babes
2021-08-12T10:38:45.531Z,how long until it is revealed hollywood stars and directors raped and molested children regularly and it was known and an open secret within the industry
2020-11-30T04:14:49.846Z,the fact that nigger women hate fags is problematic as is the real reason sheboons hate fags negro bucks are percent more likely to be or engage in faggotry they see fags as competition same reason they all hate white women whereas nigbucks see fags as opportunity
2022-04-02T22:23:33.443Z,what kind of retard are you kikes like to claim to be white when it suits their beady eyed hooknosed purpose but they never have and never will be responsible for the achievements of europeans they are dirty little sand niggers just like the muslims
2021-02-15T15:56:45.621Z,mormonism is the american equivalent of heeb larping
2022-01-07T00:06:54.174Z,besides i am irish white nigger spud nigger shamrock nigger leprechaun nigger potato nigger the nigger list towards the irish is long and creative we worked harder and treated worse than blacks and we do not cry a river over a word
2021-01-22T02:45:09.115Z,what i want to be the ship queer what i am the self isolated homosexual
2022-02-10T01:00:03.382Z,alright i officially declare my old lady chink acupuncturist a protected citizen in the new white state that bitch is magic
2022-04-03T03:45:39.879Z,either way even year old carpet sucks as the contractors were putting the last staple into my parent white carpet dad spilled a big red on it and that stain was just there until my mom ripped up her carpet this year
2021-10-25T10:13:57.823Z,this tweet inspired incels to commit violence they call me cuban pete i am the king of thew rumba
2020-07-02T10:15:29.984Z,mr president if police can not find militants of isis look for them at jewish households jews are the leaders of the movement
2020-10-05T15:50:31.205Z,please address the issue of white kids quotations for obvious reasons being raped all across the uk by muslim grooming gangs rotherham is but one city where this is happening but there are many many others and yes this is still continuing and still not being addressed by the police
2021-08-13T21:50:34.853Z,i think what we have learned in the last years is it extremely dangerous to have women voting and holding governmental positions they are so sensitive to not being liked being uncaring insensitive racist etc they are manipulated with relative ease by satanic nation destroyers
2020-06-22T06:13:14.756Z,have a nice day at work white man
2021-07-02T01:35:40.547Z,x1 all white
2021-11-17T07:18:36.812Z,how quickly the nigger expends his meager verbal capital and retreats into half measured snark go smoke a blunt and play some xbox you utter parody of humankind you dribbling profligate baboon in a suit
2021-11-16T10:03:22.596Z,rundown of the rules only no harassment shipping safe space do not start shipping drama
2022-02-20T21:45:01.766Z,what you would consider a long time ago someone in my family married a moslem american whose family was rich this person was constantly mentioned to me as having the happiness and success all young american women should strive for lots o shopping big house w swimming pool etc
2020-05-06T06:19:30.534Z,bill clinton and his lovely wife are watching fox news at the dinner table bill starts to chuckle all this talk about a whistle blower in the white house well i had me a missile blower
2021-08-13T05:37:40.282Z,maybe you should stop demanding the token kike be your personal jesus
2021-07-03T01:03:03.671Z,there should not be any female soldiers for any reason do not be a cuck i guess you are a girl so you can not be a cuck but just so you know women need to be mothers and not cheap copies of soldiers
2021-08-02T23:23:01.373Z,a real piece of work also bending over for the arabs metruth ausfam
2021-10-19T00:07:48.464Z,diversity is very important for that why she does not just date tall nerdy white dudes she will also give lanky geeky caucasians or towering european dweebs a try
2020-05-29T23:12:26.300Z,young women of this generation be more worried about how much money he has rather than if he has the holy spirit or not
2021-08-29T08:37:57.028Z,i do not knock doors but it only because i am a bad bitch
2021-07-20T01:57:27.684Z,republicans post trump will deserve to be treated like nazi party members post ww2 it will be vital that we do this but we will not because we are a deeply stupid country your shitty jet ski salesman dad will just sit there collecting checks and hating faggots and brown people
2020-09-22T08:08:21.550Z,do you really think this black ghetto whore would stand a chance her husband was a loser and people know she was racist spent money like it wa water and almost starved our kids to death with her lunch programs be like running hillary again
2020-09-02T08:12:54.615Z,did yah see dat nigger bich shitting in da macdonald an throwin her shit da employees
2021-03-05T11:29:46.917Z,is my crush from last year bisexual gay
2021-01-21T11:02:29.151Z,full retard in europe
2022-02-25T09:20:53.900Z,can not fight for shit lmao literally arabs can not fight for shit
2021-07-09T17:31:12.747Z,i do not give a fuck kill them all and let god sort them out i am done with this sandnigger shit
2022-01-27T02:28:13.380Z,nope jews protect soros you go after the everyday normal kike make them cry out in pain as they strike you we need to make jews afraid again
2020-08-08T04:47:25.839Z,benny boy is just as anti white as the rest
2020-07-28T12:27:34.084Z,khan stage a fake kidnapping pakistan okay who khan me ask for billion ransom you can use that money to fund terrorist attacks in europe pakistan i do not think they will pay khan why not pakistan you are in a moslem country part and parcel and they hate you
2022-04-05T12:46:26.493Z,i hate to say that liberal dictators are inevitable in any government in any country they will always have george soros funding and a islamic immigrant invasion to help physically kill white people religions indoctrinating kids because this is a switch of population while globalists are living
2021-05-20T10:06:42.044Z,plenty of e celebs have covered israid sending africans from israel to europe patrick little promotes zionism as the solution to the jq he wants to reward jews with their own ethno state in response to them ruining ours this is the type of kike you are supporting m8
2021-02-03T07:39:58.761Z,true although i never had to install extra security because some asians moved into the neighborhood
2021-02-19T22:08:39.934Z,if obama shows up at your mosque do not let him in hes a queer first then a phony muslim just like hes a phony american mussie do not abide with gays and there have been to much proof he is well into men
2020-09-10T13:40:55.571Z,people r really obsessing about this whatever stats show is iq really the only important trait in humans afaik it has zero correlation to emotional social or moral intelligence also statistical bell curve distr does not mean that all whites have lower iq than asians etc yawn
2021-10-23T17:31:43.698Z,google and go to images lol pol utsav sanduja this nigger is getting destroyed for life
2021-08-12T12:01:18.241Z,nope so far i earn enough to get by with me and my son i refuse to be one of those ghetto trash bitches on food stamps even if i do rent in a ghetto
2022-04-08T23:32:53.721Z,holy fuck gab is filling up with a lot of degenerate jews even worse degenerate jew lovers
2021-08-26T04:57:40.382Z,amen blacks suspended about times as much as whites sheboons suspended times as much as white girls standard crime pattern mainly due to genes blacks injuns hispanics whites asians
2020-10-01T20:19:05.786Z,grown ass men doing women activities and lil faggot boys taking your daughter homecoming queen crown this what the fuck you all wanted
2021-06-28T11:49:23.975Z,it really deserves praise like its just we really want to showcase these two lesbians
2021-11-07T03:51:03.828Z,jew wetback cruz into isis under islam the only way a moslem that has gay adult sex can get into paradise is to kill infidels he gets all the infidels he kills as slaves in the afterlife according to the koran
2020-08-27T05:58:15.884Z,a kike and an infamous boy buggering faggot every single time
2021-09-05T16:52:47.623Z,if rule of law still existed we would not have illegal immigrants screeching insults at us on the television knowing they are untouchable brimelow
2021-07-25T03:35:09.053Z,yes this means that heterosexuals are discriminating against queers and need to pay reparations
2022-03-04T20:10:14.710Z,atomaweapon is a puny faggot trying to be big shit asking billshit questions to dodge the subject
2022-01-09T06:40:34.680Z,go back to mexico you spic neocon le nationalism
2021-09-13T20:20:15.641Z,is it only me that sees a hilarious irony in ppl that hate most trashy rachet black ppl themselves using ghetto slang thot to insult white women happy snowfall day in ohio i am starting to feel much better now my youngest has it the flu sucks speakfreely
2021-07-06T21:08:02.401Z,a white dress and red lipstick make everything better
2020-10-18T04:07:35.421Z,hot take asexuality is the absence or lack of a libido and is not inherently queer you can be ace and straight
2020-12-07T09:58:20.793Z,fuk all you all hoes go get a grip muthafuka biggie smalls intro words to juicy
2020-12-29T07:00:04.352Z,matt hale sits in prison due to being framed by an informant edgar steele died in prison after being framed by an informant michael weaver was convicted by a jury on account of his political beliefs for defending himself from nigger carjackers
2020-07-11T22:41:28.044Z,feminists i am doing this womens march because trump is a misogynist that hires many women into leading roles in his business and hates illegal immigrants i am the resistance but let import as many islamic women oppressing refugees as we can cuz diversity
2021-03-06T22:21:09.475Z,of all the women coming forward lately to accuse prominent men of sexual harassment or rape this woman has to be the bravest thus far
2021-07-25T23:14:24.862Z,civnat nsjw loves beaners lol
2021-10-07T08:36:11.156Z,that money will make yo own family hate you
2022-04-26T11:21:17.392Z,retarded x asshole x justin trudeau retarded asshole
2020-06-17T03:04:13.351Z,so we all just house niggas huh
2020-12-29T02:01:19.212Z,these jews are so stupid think like a lawyer for a minute you can keep and bear all the arms you want any kind you like no mention of ammunition in the constitution however they could just try to make that illegal
2021-05-30T19:08:28.478Z,that kike jewess totally inbred only another piece of garbage would ever sleep with her
2020-10-10T17:02:56.954Z,you all voted dyke shorts kyle lowry over derrick rose whoever voted for lowry should be ashamed
2021-06-02T06:24:13.805Z,he married a negress because white women did not want him but black females all over america love nobama
2020-05-17T00:17:14.901Z,non asians btw you can not make jokes like why do you hate asians do all asians look the same to you like you can not do that thank you
2021-12-17T06:53:12.806Z,now you see why god told his people to kill queers
2021-03-15T00:23:11.338Z,the only real nazi is george soros and he is currently using ngo to flood europe with rd world peoples he funds antifa he funds womens groups he is very anti white you d think the nazis were pro white based on the context of the insult
2020-10-05T03:19:05.264Z,southern poverty law center mission statement dedicated to keeping blacks whites jews hispanics asians and everyone else as poor as possible both mentally and physically since
2021-01-31T06:23:57.949Z,california governor brown is against trumps wall and would rather build bridges that lead illegal immigrants right to the democrat voter registration office
2020-05-18T14:34:31.104Z,boy i am in colorado smokin california reefer hey the bitch so bad call her ticket because i really want to meet her
2021-03-21T02:44:11.588Z,i do not want to look like a snow nigger that easily prone to skin cancer anyway lay off the cake you chinned jabba the hut fat fuxk
2020-05-24T10:03:27.558Z,you are responsible for a massive fascist coverup of the annihilation of native american indian tribes nait in every sense of the word from being raped to being cheated out of financial assistance to being accidentally on purpose hit by cars etc because
2020-06-26T17:45:23.031Z,see i agree with that the key is choice it who does not seem to believe in choice she thinks everyone should be like her i disagree she also thinks it ok to call people dykes and faggots so we disagree on multiple fronts
2020-10-27T04:08:52.335Z,if some brown radiologist misreads one of latrina crackbabie images everyone involved in the care could be sued by better call saul for the ghetto lottery even if everything they did was appropriate based off the brown rads mistake
2021-07-05T13:21:57.928Z,my retarded liberal friends are all in a panic lots of crying and gnashing of teeth over the trump win i love it gabfam
2022-01-21T07:19:31.001Z,bush senior started the new world order said it a big idea clinton had chinese spy john huang in cabinet sold us to china every product now stamped made in china bush2 staged gained absolute power obama created muslim world invasion trump to the rescue nice maga trump
2021-09-16T14:51:06.718Z,you seen how many old stormer accounts have been banned i got a warning for defending paul nehlen against based spic maga hat burger nationalists
2021-08-20T00:44:50.293Z,woman in charge of sandwell child services where paki moslem rape gangs are on the rise
2021-05-22T10:45:24.934Z,all the faggots if you hear me help me sing it ouut
2022-01-15T15:00:35.745Z,refugees are the army that the no balls jews use against all gentiles its state sponsored terrorism time to revolt or die like a woman
2022-01-19T23:14:30.313Z,anyway one of my lecturers is biased against negro students the caucasians all have percents and the niggers are struggling el oh el
2021-12-06T21:27:38.040Z,how to describe hypocrisy all the folks calling on trump to call out white nationalism had not been able to call out antifa blm islamicterror how worse can their hypocrisy be
2022-03-10T15:23:43.830Z,i understand the white bernie bro phenomenon i get what driving it but i honestly do not understand bourgeois cool kid cultural marxism because a lot of it is not and can not be driven by economic anxiety it like queers pissed off that they are queers or something i do not get it
2022-05-01T05:52:30.587Z,his thing is retarded and un american
2020-11-19T23:28:45.355Z,why attaching a nazi swastika to the us kikes already own us do you want another genocide as hiler done on white people of europe and russia and no hitler schicklgruber wasn t racist he was purely bred jew and his ss army had yids niggers arabs and asians
2021-12-19T14:17:50.895Z,darkskin women niggas ugly bald headed black as asf bad attitude ghetto
2021-03-27T13:23:04.315Z,you have to be one of the absolute dumbest motherfuckers on gab i am muting you now i d say good luck with your libertarian fantasies but i would not mean it in your case because i actually hope you get raped by a pack of nogs
